datetime,name,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
2024-02-20 00:00:00,"61.133,13.95",-2.0,-4.1,-3.0,92.86,0.0,0.0,,0.0,75.5,5.4,5.4,230.0,1012.0,100.0,10.0,0.0,0.0,0,10,Overcast,cloudy,"ESKM,F7772"
2024-02-20 01:00:00,"61.133,13.95",-2.0,-4.1,-3.0,92.86,0.0,0.0,,0.0,75.5,6.5,5.4,250.0,1011.0,100.0,10.0,0.0,0.0,0,10,Overcast,cloudy,"ESKM,F7772"
2024-02-20 02:00:00,"61.133,13.95",-2.0,-5.0,-3.0,92.86,0.0,0.0,,0.0,75.4,6.8,7.6,240.0,1011.0,100.0,10.0,0.0,0.0,0,10,Overcast,cloudy,"ESKM,F7772"
2024-02-20 03:00:00,"61.133,13.95",-3.0,-7.3,-3.0,100.0,0.0,0.0,,0.0,75.4,6.5,11.2,240.0,1011.0,100.0,10.0,0.0,0.0,0,10,Overcast,cloudy,"ESKM,F7772"
2024-02-20 04:00:00,"61.133,13.95",-3.0,-6.7,-3.0,100.0,0.0,0.0,,0.0,75.4,7.9,9.4,230.0,1011.0,100.0,10.0,0.0,0.0,0,10,Overcast,cloudy,"ESKM,F7772"
2024-02-20 05:00:00,"61.133,13.95",-3.0,-6.1,-4.0,92.8,0.0,0.0,,0.0,75.4,9.0,7.6,230.0,1011.0,100.0,10.0,0.0,0.0,0,10,Overcast,cloudy,"ESKM,F7772"
2024-02-20 06:00:00,"61.133,13.95",-3.0,-6.7,-4.0,92.8,0.0,0.0,,0.0,75.4,10.1,9.4,240.0,1011.0,100.0,10.0,0.0,0.0,0,10,Overcast,cloudy,"ESKM,F7772"
2024-02-20 07:00:00,"61.133,13.95",-3.0,-6.7,-4.0,92.8,0.0,0.0,,0.0,76.5,11.2,9.4,250.0,1011.0,27.3,10.0,0.0,0.0,0,10,Partially cloudy,partly-cloudy-night,"ESKM,F7772"
2024-02-20 08:00:00,"61.133,13.95",-3.0,-6.1,-4.0,92.8,0.0,0.0,,0.0,76.5,10.8,7.6,240.0,1011.0,100.0,10.0,15.0,0.1,0,10,Overcast,cloudy,"ESKM,F7772"
2024-02-20 09:00:00,"61.133,13.95",-3.0,-6.7,-4.0,92.8,0.0,0.0,,0.0,76.5,11.5,9.4,250.0,1011.0,51.6,10.0,88.0,0.3,1,10,Partially cloudy,partly-cloudy-day,"ESKM,F7772"
2024-02-20 10:00:00,"61.133,13.95",-2.0,-6.1,-4.0,86.18,0.0,0.0,,0.0,76.5,11.9,11.2,240.0,1011.0,37.4,10.0,174.0,0.6,2,10,Partially cloudy,partly-cloudy-day,"ESKM,F7772"
2024-02-20 11:00:00,"61.133,13.95",0.0,-2.6,-3.0,80.22,0.0,0.0,,0.0,76.5,11.9,7.6,240.0,1011.0,19.5,10.0,266.0,1.0,3,10,Clear,clear-day,"ESKM,F7772"
2024-02-20 12:00:00,"61.133,13.95",0.0,-1.8,-3.0,80.22,0.0,0.0,,0.0,76.5,10.4,5.4,220.0,1011.0,100.0,10.0,232.0,0.8,2,10,Overcast,cloudy,"ESKM,F7772"
2024-02-20 13:00:00,"61.133,13.95",1.0,-0.7,-3.0,74.63,0.0,0.0,,0.0,76.2,7.9,5.4,241.0,1010.0,100.0,10.0,197.0,0.7,2,10,Overcast,cloudy,"ESKM,F7772"
