datetime,name,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
2024-02-20 00:00:00,"61.007,14.543",-2.0,-4.1,-3.0,92.86,0.0,0.0,,0.0,60.9,4.7,5.4,230.0,1012.0,100.0,10.0,0.0,0.0,0,10,Overcast,cloudy,"ESKM,F7772"
2024-02-20 01:00:00,"61.007,14.543",-2.0,-4.1,-3.0,92.86,0.0,0.0,,0.0,60.9,3.6,5.4,250.0,1011.0,100.0,10.0,0.0,0.0,0,10,Overcast,cloudy,"ESKM,F7772"
2024-02-20 02:00:00,"61.007,14.543",-2.0,-5.0,-3.0,92.86,0.0,0.0,,0.0,60.8,4.0,7.6,240.0,1011.0,100.0,10.0,0.0,0.0,0,10,Overcast,cloudy,"ESKM,F7772"
2024-02-20 03:00:00,"61.007,14.543",-3.0,-7.3,-3.0,100.0,0.0,0.0,,0.0,60.8,3.2,11.2,240.0,1011.0,100.0,10.0,0.0,0.0,0,10,Overcast,cloudy,"ESKM,F7772"
2024-02-20 04:00:00,"61.007,14.543",-3.0,-6.7,-3.0,100.0,0.0,0.0,,0.0,60.8,4.0,9.4,230.0,1011.0,100.0,10.0,0.0,0.0,0,10,Overcast,cloudy,"ESKM,F7772"
2024-02-20 05:00:00,"61.007,14.543",-3.0,-6.1,-4.0,92.8,0.0,0.0,,0.0,60.8,5.0,7.6,230.0,1011.0,100.0,10.0,0.0,0.0,0,10,Overcast,cloudy,"ESKM,F7772"
2024-02-20 06:00:00,"61.007,14.543",-3.0,-6.7,-4.0,92.8,0.0,0.0,,0.0,60.7,6.5,9.4,240.0,1011.0,100.0,10.0,0.0,0.0,0,10,Overcast,cloudy,"ESKM,F7772"
2024-02-20 07:00:00,"61.007,14.543",-3.0,-6.7,-4.0,92.8,0.0,0.0,,0.0,55.3,7.2,9.4,250.0,1011.0,26.2,10.0,0.0,0.0,0,10,Partially cloudy,partly-cloudy-night,"ESKM,F7772"
2024-02-20 08:00:00,"61.007,14.543",-3.0,-6.1,-4.0,92.8,0.0,0.0,,0.0,55.3,7.6,7.6,240.0,1011.0,100.0,10.0,15.0,0.1,0,10,Overcast,cloudy,"ESKM,F7772"
2024-02-20 09:00:00,"61.007,14.543",-3.0,-6.7,-4.0,92.8,0.0,0.0,,0.0,55.3,8.3,9.4,250.0,1011.0,4.0,10.0,88.0,0.3,1,10,Clear,clear-day,"ESKM,F7772"
2024-02-20 10:00:00,"61.007,14.543",-2.0,-6.1,-4.0,86.18,0.0,0.0,,0.0,55.3,8.3,11.2,240.0,1011.0,14.2,10.0,174.0,0.6,2,10,Clear,clear-day,"ESKM,F7772"
2024-02-20 11:00:00,"61.007,14.543",0.0,-2.6,-3.0,80.22,0.0,0.0,,0.0,55.3,7.2,7.6,240.0,1011.0,5.3,10.0,266.0,1.0,3,10,Clear,clear-day,"ESKM,F7772"
