datetime,name,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
2024-02-20 00:00:00,"61.083,13.617",-2.0,-4.1,-3.0,92.86,0.0,0.0,,0.0,74.4,9.0,5.4,230.0,1012.0,100.0,10.0,0.0,0.0,0,10,Overcast,cloudy,"ESKM,F7772"
2024-02-20 01:00:00,"61.083,13.617",-2.0,-4.1,-3.0,92.86,0.0,0.0,,0.0,74.4,10.4,5.4,250.0,1011.0,100.0,10.0,0.0,0.0,0,10,Overcast,cloudy,"ESKM,F7772"
2024-02-20 02:00:00,"61.083,13.617",-2.0,-5.0,-3.0,92.86,0.0,0.0,,0.0,74.4,10.8,7.6,240.0,1011.0,100.0,10.0,0.0,0.0,0,10,Overcast,cloudy,"ESKM,F7772"
2024-02-20 03:00:00,"61.083,13.617",-3.0,-7.3,-3.0,100.0,0.0,0.0,,0.0,74.4,10.8,11.2,240.0,1011.0,100.0,10.0,0.0,0.0,0,10,Overcast,cloudy,"ESKM,F7772"
2024-02-20 04:00:00,"61.083,13.617",-3.0,-6.7,-3.0,100.0,0.0,0.0,,0.0,74.4,10.4,9.4,230.0,1011.0,100.0,10.0,0.0,0.0,0,10,Overcast,cloudy,"ESKM,F7772"
2024-02-20 05:00:00,"61.083,13.617",-3.0,-6.1,-4.0,92.8,0.0,0.0,,0.0,74.4,10.1,7.6,230.0,1011.0,100.0,10.0,0.0,0.0,0,10,Overcast,cloudy,"ESKM,F7772"
2024-02-20 06:00:00,"61.083,13.617",-3.0,-6.7,-4.0,92.8,0.0,0.0,,0.0,74.4,11.9,9.4,240.0,1011.0,100.0,10.0,0.0,0.0,0,10,Overcast,cloudy,"ESKM,F7772"
2024-02-20 07:00:00,"61.083,13.617",-3.0,-6.7,-4.0,92.8,0.0,0.0,,0.0,74.7,10.8,9.4,250.0,1011.0,42.5,10.0,0.0,0.0,0,10,Partially cloudy,partly-cloudy-night,"ESKM,F7772"
2024-02-20 08:00:00,"61.083,13.617",-3.0,-6.1,-4.0,92.8,0.0,0.0,,0.0,74.7,11.9,7.6,240.0,1011.0,100.0,10.0,15.0,0.1,0,10,Overcast,cloudy,"ESKM,F7772"
2024-02-20 09:00:00,"61.083,13.617",-3.0,-6.7,-4.0,92.8,0.0,0.0,,0.0,74.7,13.0,9.4,250.0,1011.0,44.8,10.0,88.0,0.3,1,10,Partially cloudy,partly-cloudy-day,"ESKM,F7772"
2024-02-20 10:00:00,"61.083,13.617",-2.0,-6.1,-4.0,86.18,0.0,0.0,,0.0,74.7,14.8,11.2,240.0,1011.0,43.5,10.0,174.0,0.6,2,10,Partially cloudy,partly-cloudy-day,"ESKM,F7772"
2024-02-20 11:00:00,"61.083,13.617",0.0,-2.6,-3.0,80.22,0.0,0.0,,0.0,74.7,14.8,7.6,240.0,1011.0,43.4,10.0,266.0,1.0,3,10,Partially cloudy,partly-cloudy-day,"ESKM,F7772"
2024-02-20 12:00:00,"61.083,13.617",0.0,-1.8,-3.0,80.22,0.0,0.0,,0.0,74.7,13.7,5.4,220.0,1011.0,100.0,10.0,232.0,0.8,2,10,Overcast,cloudy,"ESKM,F7772"
2024-02-20 13:00:00,"61.083,13.617",1.0,-0.7,-3.0,74.63,0.0,0.0,,0.0,74.6,10.1,5.4,242.3,1010.0,100.0,10.0,197.0,0.7,2,10,Overcast,cloudy,"ESKM,F7772"
2024-02-20 14:00:00,"61.083,13.617",2.0,-0.3,-3.0,69.47,0.0,0.0,,0.0,74.5,11.5,7.6,150.0,1010.0,80.7,10.0,146.0,0.5,1,10,Partially cloudy,partly-cloudy-day,"ESKM,F7772"
2024-02-20 15:00:00,"61.083,13.617",-1.0,-3.8,-4.0,80.08,0.0,0.0,,0.0,74.3,12.6,7.6,100.0,1010.0,96.7,10.0,87.0,0.3,1,10,Overcast,cloudy,"ESKM,F7772"
2024-02-20 16:00:00,"61.083,13.617",-1.0,-3.0,-4.0,80.08,0.0,0.0,,0.0,74.2,13.7,5.4,150.0,1009.0,99.7,10.0,34.0,0.1,0,10,Overcast,cloudy,"ESKM,F7772"
2024-02-20 17:00:00,"61.083,13.617",-1.0,-3.0,-4.0,80.08,0.0,0.0,,0.0,74.1,14.0,5.4,150.0,1009.0,88.1,10.0,8.0,0.0,0,10,Partially cloudy,partly-cloudy-day,"ESKM,F7772"
2024-02-20 18:00:00,"61.083,13.617",0.0,-4.1,-3.0,80.22,0.0,0.0,,0.0,74.0,15.1,13.0,190.0,1008.0,69.2,10.0,0.0,0.0,0,10,Partially cloudy,partly-cloudy-night,"ESKM,F7772"
2024-02-20 19:00:00,"61.083,13.617",-1.0,-4.4,-3.0,86.28,0.0,0.0,,0.0,74.0,15.1,9.4,200.0,1008.0,99.1,10.0,0.0,0.0,0,10,Overcast,cloudy,"ESKM,F7772"
2024-02-20 20:00:00,"61.083,13.617",-1.0,-4.9,-3.0,86.28,0.0,0.0,,0.0,73.9,16.2,11.2,210.0,1007.0,100.0,10.0,0.0,0.0,0,10,Overcast,cloudy,"ESKM,F7772"
2024-02-20 21:00:00,"61.083,13.617",-1.0,-4.4,-3.0,86.28,0.0,0.0,,0.0,73.9,18.0,9.4,190.0,1007.0,100.0,10.0,0.0,0.0,0,10,Overcast,cloudy,"ESKM,F7772"
2024-02-20 22:00:00,"61.083,13.617",-2.7,-6.2,-3.5,94.22,0.1,29.0,freezingrain,0.0,73.9,19.4,8.6,218.4,1007.0,100.0,0.8,0.0,0.0,0,10,Overcast,fog,
2024-02-20 23:00:00,"61.083,13.617",-2.7,-6.0,-3.6,93.52,0.2,29.0,snow,0.0,73.9,17.3,8.3,211.7,1007.0,100.0,0.3,0.0,0.0,0,10,Overcast,fog,
2024-02-21 00:00:00,"61.083,13.617",-2.6,-5.5,-3.1,96.35,0.0,29.0,,0.0,73.9,15.8,7.2,206.6,1006.0,100.0,0.1,0.0,0.0,0,10,Overcast,fog,
2024-02-21 01:00:00,"61.083,13.617",-2.5,-5.0,-2.6,99.26,0.0,29.0,snow,0.0,73.8,14.4,6.1,204.6,1005.0,100.0,0.1,0.0,0.0,0,10,Overcast,fog,
